identifier,Title (Sindhi),Author (English),Year,Author (Sindhi),Title (English),Publisher,Language,Thumbnail,Link
san2020-205,پنهنجي ڪهاڻي پنهنجي زباني 2,G. M. Syed,2003,جي ايم سيد,Pehnji KahaNi Pehnji Zubani 2,"G. M. Syed Academy, Saan.",sindhi,,
san2020-216,اسڪول جو انتظام، ضابطو ۽ ڪلاسن جي ترتيب . . .,Younis Ali Khan,1995,يونس علي خان,"School Jo Intazam, Zabto Ain Classan Jee Tarteeb","Sindh Text Book Board, Jamshoro Sindh.",sindhi,,
san2020-259,سنڌ جا سونهان' شاھ - سچل',Hameed Sindhi,2019,حميد سنڌي,Sindh ja soonhaan - ' Shah - Sachal ',"Naari Publications, Hyderabad.",sindhi,,
san2020-262,نئون ديرو - دل وارن جو ديرو (ساروڻيون),Ashiq Mangi,2012,عاشق منگي,Naon Dero - Dil waaran jo dero,"Naon Niyapo Academy, Karachi.",sindhi,,
san2020-283,شاعري جون صنفون,Zafar Abbasi,1996,ظفر عباسي,Shaeri Joon Sinfon,"Roshni Publication, Kandiaro.",sindhi,,
san2020-292,ڪجھ پراڻا رسالا,Dr. Dur Mohammad Pathan,,ڊاڪٽر در محمد پٺاڻ,Kujh puraNa risala,"Gul Hayat Institute, Arija.",sindhi,,
san2020-299,سنڌيت جي سڳنڌ,Kanhaiyalal Lekhwani,1999,ڪنعيا لعل ليکواڻي,"Sindhyat Ji Sugandh, (An Intermediate Course in Sindhi-Arabic)","Central Institute of Indian Languages, Mysore.",sindhi,,
san2020-40,نئين سياسي سوچ ( خط ),Rochi Ram,2012,روچي رام,Naeen Siyasi Soach,Nazriyati Shoabo.,sindhi,,
san2020-69,راج ڪرتھہ (اسٽيج آرٽ ڊرامہ),Manzoor Kohiyar,2013,منظور ڪوهيار,Raj Kartaha (The King Makers),"Kanwal Publications, Qambar.",sindhi,,
san2020-70,سوچن جي سُرهاڻ (ناميارن شاعرن جو چونڊ ڪلام),Ghulam Mustafa Mushtaq,1990,غلام مصطفى مشتاق,Sochan Ji Surhann (Poetry),Mehran Academy Karachi.,sindhi,,
san2020-72,سنڌي ٻولي: لسانيات کان سماجي لسانيات تائين,Dr. Muhammad Qasim Bughio,1998,ڊاڪٽر محمد قاسم ٻگهيو,Sindhi Boli Lisaanyat Khaan Samaaji Lisaanyat Taeen,"Sindhica Academy, Karachi",sindhi,,
san2020-74,مهاتما گانڌيءَ جي آتم ڪٿا,Mahatma Gandhi (Translator: Tirath Wasant),2015,مهاتما گانڌي (سنڌيڪار: تيرٿ وسنت),Mahatma Gandhi'a Ji Aatum Katha,"Sindhi Sahat Ghar,Hyderabad Sindh.",sindhi,,
san2020-81,قلندرم مستم,Anwar Sagar Kandharro,2012,انور ساگر ڪانڌڙو,Qalandram Mastam,"Peacock Printers, karachi.",sindhi,,
san2020-95,سنڌي ٻولي ۽ ادب جي تاريخ,Dr. Nabi Bakhsh Baloch,1990,ڊاڪٽر نبي بخش بلوچ,Sindhi Booli Ain Adab Jee Tareekh,Pakistan Study Centre Sindh University Jamshoro.,sindhi,,
san_0039,مومل راڻو (مينڌرو),Badruddin Badar,1983,مرحوم بدرالدين بدر,Moomal RaNo (Mendhro),Maulvi Aziz Kutub Khano,sindhi,,
san_0065,دماغي طاقت جا راز,Harry Lorayne,2000,هيري لورين (سنڌيڪار عطا محمد ڀنڀرو),Dimaaghi taaqat ja raaz,"Darawar Publications, Hyderabad.",sindhi,,
san_0088,ظفر حسن جي ڊائري,Zaffar Hassan,2003,ظفر حسن,Zaffar Hassan jee Diary,"Knowledge Centre, Karachi.",sindhi,,
san_0163,کڙڪ (مجموعه ڪلام),Agha Gul Durani,2004,آغا غلام محمد خان ”گل“ دراني,KhuRk,"Gul Durani Publications, Sakhar.",sindhi,,
san_0179,ڪٿي ته ڀڃبو ٿڪ مسافر - آتم ڪهاڻي (جلد ٻيون),Shaikh Ayaz,1997,شيخ اياز,Kithe ta banjbo thaku musafir (Vol. 2),New Fields Publications,sindhi,,
san_0197,ڳجھارتون ۽ پيروليون,Ataullah Soomro,2000,عطاالله سومرو,Gujhartoon ain Peeroliyoon,"Qasmia Library, Kandiaro",sindhi,,
san_0208,”رُڪيل لُڙڪ“ ساهتي پبليڪيشن 1981,Zaffar Abbasi,1981,ظفر عباسي,"""Rukyal LuRka"" 1981",Saahti Publications,sindhi,,
san_0218,مِٺي مُرادَ (ڪهاڻيون),Mahtab Mehboob,1990,ماهتاب محبوب,Mithi muraad,New Fields Publications,sindhi,,
san_0227,ننڊ وليون (شاعري),Shaikh Ayaz,1992,شيخ اياز,nindra walyoon,New Fields Publications,sindhi,,
san_0228,موسيقي موسم ۽ تبسم,Abdul Ghaffar Tabassum,2003,عبدالغفار تبسم,"Mosiqi, mousam ain Tabassum","Khali Jibran Publications,",sindhi,,
san_0283,سنڌ جو مهراڻ,Major Henry George Raverty,1995,ميجر هينري جارج راورٽي (ترجمو عطامحمد ڀنڀرو),Sindh jo Mehran,Sindhi Language Authority,sindhi,,
san_0354,سنڌ جو سرويچ (سرويچ پيرزادو جنم کان شهادت تائين),Lutf Pirzado,2015,لطف پيرزادو,Sindh jo Sarvech,"Naon Niyapo Academy, Karachi.",sindhi,,
san_0357,عورت ۽ قومي آزاديءَ جا انقلاب,Azad Qazi,1991,آزاد قاضي,Aurat ain qoumi aazaadia ja inqilaaba,"Roshni Publications, Kandiaro.",sindhi,,
san_0386,دل جي دنيا,Amar Jaleel,1998,امر جليل,Dil Ji Duniya,"Roshni Publications, Kandiaro.",sindhi,,
san_0432,شهيد الله بخش سومرو (جديد سنڌ جو قومي سرواڻ),Mahboob Ali Soomro,2014,محبوب علي سومرو,Shaheed Allah Bakhsh Soomro,"My Publications, Sakhar.",sindhi,,
san_0451,تاريخ جا وساريل ورق (ڪالمن جو مجموعو),Sobho Gianchandani,1992,سوڀو گيانچنداڻي,Taarikh ja visarial warq,"Sindhi Saahat Ghar, Hyderabad",sindhi,,
san_0549,تصوف، عشق ۽ سائين جي ايم سيد,Altaf Malkani,2005,الطاف ملڪاڻي,"Tasawuf, ishq ain Saaeen G. M. Syed","Sindh Book Club, Hyderabad.",sindhi,,
san_0552,گوندر ويندا گذري (شاعري),Munshi Ibrahim,1992,منشي ابراهيم,Goondar weenda guzri,"Roshni Publication, Kandiaro",sindhi,,
san_0568,ڏاهپ جو اڀياس (فلسفو),Dr. Sikandar Mughal,2002,ڊاڪٽر سڪندر مغل,Daahap jo abhiyaas,"Sindh Dost Publishers, Karachi.",sindhi,,
san_0609,آزادي او آزادي (شاعري),Dr. Murtaza Khoso,2010,مرتضيٰ کوسو,Aazadi o aazadi,Dr. Murtaza Khoso,sindhi,,
san_0664,جيئن ڏٺو آهي مون,G. M. Syed,1974,جي ايم سيد,Jeean diTho aahe muun,"Naeen Sindh Publications, Karachi.",sindhi,,
san_0768,ويھ مَ وساريج,Dr. Suleman Shaikh,1998,سليمان شيخ,Weh ma wisarej,Sindhica,sindhi,,
san_0689,هو چي منھ جي آتم ڪهاڻي,Rasool Bakhsh Palijo,1982,رسول بخش پليجو,Ho Chi Minh jee aatam kahaNi,"Sindhi Adabi Publishing Agency, Hyderabad.",sindhi,,
san_0700,پسي ڳاڙها گل,Rasool Bakhsh Palijo,1985,رسول بخش پليجو,Pasi GaRha gula,"Sindhi Adabi Publishing Agency, Hyderabad.",sindhi,,
san_0740,پاڪستان جي پرڏيهي پاليسي 1989,Z. A. Bhutto,1989,ذوالفقار علي ڀٽو (سنڌيڪار اي. ايم. سومرو),Pakistan jee parDehi paaleesi,"Sindhi Adabi Board, Jamshoro.",sindhi,,
san_0822,پروليون، ڏٺون، معمائون ۽ ٻول,Dr. Nabi Bakhsh Baloch,1983,ڊاڪٽر نبي بخش بلوچ,"Pirolyoon, Dithoon aien maumaaoon (Riddles And Enigmas)","Sindhi Adabi Board, Jamshoro.",sindhi,,
san_0844,لاڙي لفظن جي موتين مالها (لغت),Mansoor Thalho,2019,منصور ٿلهو,Larri Lafzan Ji Motin Malha (Lughat),Sambara Publication Hyderabad.,sindhi,,
san_0864,ٽماهي مهراڻ (جنوري-جون 1966),Ghulam M. Girami,1966,غلام محمد گرامي,Mehran Quarterly January-June 1966,"Sindhi Adabi Board, Jamshoro.",sindhi,,
san_0890,هلال پاڪستان مئگزين (آگسٽ 1983ع),Faqeer Mohammad Lashari,1983,فقير محمد لاشاري,Halal Pakistan Magazine (August1983),"Shaikh Sultan Trust, Karachi.",sindhi,,
san2020-162,ٻاپوءُ جا خط,"Deepchandar ""Chandar""",1945,ديپچندر ”چندر“,Baapu ja khat (Letters of Gandhi),"Naujeevan Sahtiya Mandal, Hyderabad.",sindhi,,
san2020-186,بلنديون (ناول),Najam Abbasi,1984,نجم عباسي,Bulandyoon (Novel),New Fields Publications,sindhi,,
san2020-113,خدا، انسان ۽ جبلت,Mujtaba Rashdi,1998,مجتبى راشدي,"Khuda, Insaan ain Jablat",Maajid Publishers,sindhi,,
san2020-131,سنڌي پنجون ڪتاب 2003ع,Ghulam Mustafa Memon,2003,غلام مصطفيٰ ميمڻ ۽ ٻيا,Sindhi Panjoon Kitab 2003,"Sindh Text Book Board, Jamshoro.",sindhi,,
san_0232,ڏُکوئِيَن اُهڃاڻُ (شاعري),"Sikandar ""Satayal""",2005,ستايل سڪندر,Dukhoyun ahJnaN,"SLATE Ishaati Shubo, Hyderabad.",sindhi,,
san_0236,اڪيلائيءَ جو ڪئنواس (نثري نظم),Rahmat Pirzado,2014,رحمت پيرزادو,Akelai jo kanwaas,"Naon Niyapo Academy, Karachi.",sindhi,,
san_0376,سنڌ ۽ قومي حق خوداراديت,Jeay Sindh Mahaz,2016,جيئي سنڌ محاذ,Sindh aur qoumi haq e khud-iraadiyat,Jeay Sindh Mahaz | جیئے سندہ محاذ,sindhi,,
san_0323,سي ئي جوڀن ڏينهن,Sattar Pirzado,2008,ستار پيرزادو,Se ii jobhan deenhan,"Sindh Adabi Academy, Karachi.",sindhi,,
san2020-61,سدائين جوان سدائين نروڳو,Indira Devi,1958,اندرا ديوي,Sadaaeen jawan sadaaeen niroGo,Hidustan Sahtiya Maala,sindhi,,
san_0315,جي تو بيت ڀانئيا (شاھ جي شاعريءَ مان چونڊ),Nooruddin Sarki,2004,نورالدين سرڪي,Je to baita bhaniya,"Naeen Sindh Academy, Karachi.",sindhi,,
san_0355,ريڙهي مياڻ (ناول),Mansoor Thalho,2015,منصور ٿلهو,ReRhi mayaaN,Sindh Sahal Khaaro Chhaan Publications,sindhi,,
san_0483,هٺيلا جن,Abdul Rahman Jatoi,1999,عبدالرحمان جتوئي,Hatheela Jina,Mehran Academy,sindhi,,
san_0499,ڪوي ڪشمور جا (گڏيل شاعري),Sahir Saleem Ogahi,2017,ساحر سليم اوڳاهي,Kavi Kashmor ja,"Sambara Publications, Hyderabad.",sindhi,,
san_0726,سنڌي سرويچ: حشو ڪيولراماڻي (سندس لکڻيون ۽ مٿس لکيل مضمون),Dr. Paras Nawaz,2016,ڊاڪٽر پارس نواز,"Sindhi sarvech, Hashoo Kewalramani","Roshni Publications, Kandiaro",sindhi,,
san_0419,روشن تارا گيت (چونڊ ٻاراڻا ٻول),Mohammad Ibrahim Joyo,2000,محمد ابراهيم جويو ۽ ٻيا,Roshan Taara Geeta,Sindhica,sindhi,,
san_0734,جڏهن ٽڙندا ڳاڙها گل (ناول),Shagufta Shah,2008,شگفته شاھ,Jadahin TriRanda gaRha gula,"N. T. F. Graphics, Hyderabad.",sindhi,,
san2020-31,هٿن جي لڪيرن جو راز,Jagu Mal Lalwani,1999,جگو مل لالواڻي,Hathan Je Lakeran Jo Raz,Sandesh Publication Pakha Pir Filate Hyderabad.,sindhi,,
san_0077,سون ورنيون دليون,Lalchand Jagtiani,1928,سنڌيڪار لالچند امر ڏنو مل جڳتياڻي,"sona warniyun dilyun ""Hearts of Gold""","BLAVATSKY Press, Hyderabad.",sindhi,,
san_0883,"هفتيوار ""برسات"" جلد 10، شمارو 75 (1982ع)",Yousif Shaheen,1982,يوسف شاهين,"Weekly ""Barsat"" (Vol 10, No 75)","Afro Asia Printing Press, Karachi.",sindhi,,
san_0192,سياڻو سهو، بيوقوف بگھڙ,Nawaz Ali Shauq,1989,نواز علي شوق,Siano Saho Bewaqoof BaghaR,"Department of Culture, Sindh.",sindhi,,
san_0612,سنڌ زرعي کاتي جا پرچا سنہ 1932ع کان 1937ع,Sindh Zaraat Khato,1932,سنڌ زرعي کاتو,Sindh Zarai khate ja parcha 1932 khaan 1937 taaeen,Sindh Zarai Khato | سنڌ زرعي کاتو,sindhi,,
san_0653,تصور خدا جي ارتقا,Allan Grant,2012,ايلن گرانٽ (سنڌيڪار ضمير),Taswur e Khuda jee irtaqa,"Thinkers Literary Society, Hyderabad.",sindhi,,
san_0030,سياڻو ڳيرو,Qasim Soomro,2000,قاسم سومرو,Siano Gero,Roshni Publications,sindhi,,
san_0690,سنڌ جي مڇي ڀاڱو ٻيو,Dr. Nabi Bakhsh Baloch,1995,ڊاڪٽر نبي بخش بلوچ,Sindh jee machhi (2),Sindhi Language Authority,sindhi,,
san_0643,ريشم جهڙا خواب (شاعري),Wishal Ameer,2009,وشال امير,Resham jahiRa khuwab,"Rawal Publications, Khairpur Mirs.",sindhi,,
san_0893,هلال پاڪستان مئگزين (جون 1983ع),Faqeer Mohammad Lashari,1983,فقير محمد لاشاري,Halal Pakistan Magazine (June 1983),"Shaikh Sultan Trust, Karachi.",sindhi,,
san_0153,سندري سپنا ۽ صليب (شاعري),Bhavan Sindhi,1986,ڀون سنڌي,"Sundri, sapna ain saleb","Jobhan Publications, Hyderabad.",sindhi,,
san_0448,بيوقوف بادشاھ,Mushtaq Masroor Soomro,1985,مشتاق مسرور سومرو,Bewaqoof Baadshah,Shama Book Depot,sindhi,,
san_0863,ٽماهي مهراڻ (جنوري-جون 1980),Nafees Ahmed Shaikh,1980,نفيس احمد شيخ,Mehran Quarterly January-June 1980,"Sindhi Adabi Board, Jamshoro.",sindhi,,
san_0899,هلال پاڪستان مئگزين (مئي 1983ع),Faqeer Mohammad Lashari,1983,فقير محمد لاشاري,Halal Pakistan Magazine (May 1983),"Shaikh Sultan Trust, Karachi.",sindhi,,
san_0094,مهڪ (ڪوتائون),Lachhman Jodharam Bijlani,1975,لڇمڻ جوڌارام بجلاڻي,Mahk,Lajmaya,sindhi,,
san_0205,امرتا (شمارو 89) مئي 2009,Faqir Mohammad Dhol,2009,فقير محمد ڍول,Amarta (Issue 89) May 2009,Dhol Faqir Foundation,sindhi,,
san_0813,مون کان سنڌ نہ وسري: مضمون، ڪالم ۽ ڪهاڻيون,Yousif Laghari,2004,يوسف لغاري,Moon khaan Sindh na wisre,"Karonjhar Publications, Hyderabad.",sindhi,,
san_0440,ڇپيل سنڌي ڪتابن جي ببليوگرافي (1973ع کان 1983ع تائين),Matheeno Otho,1988,ماٺيڻو اوٺو,Chhapiyal sindhi kitaban jee bibliography,Sindhology,sindhi,,
san_0501,(معصوم يا دهشتگرد (ناول,Umar Daraz Khan,2015,عمر دراز خان (سنڌيڪار امجد سراج ميمڻ),MASOOM YA DAHSHATGARD,"Sangam Publications, Karachi.",sindhi,,
san_0889,هلال پاڪستان مئگزين (اپريل 1983ع),Faqeer Mohammad Lashari,1983,فقير محمد لاشاري,Halal Pakistan Magazine (April 1983),"Shaikh Sultan Trust, Karachi.",sindhi,,
san2020-252,تاريخ جي تعليم جا اصول,Mohammad Ilyas Rizvi,2006,محمد الياس رضوي,Taareekh ji taaleem ja usool,"Sindhi Adabi Board, Jamshoro.",sindhi,,
san_0330,ڳول اڙي دل ڳول (شاعري),Maula Bux Dalwani,2009,مولابخش دلواڻي,Golh aRi dil Golh,"Shah Latif Academy, Umarkot.",sindhi,,
san_0020,سائنسي رانديون,Syed Sajjad Tirmizi,2000,سيد سجاد ترمذي,Sainsi Raandyoon,Feroze Sons,sindhi,,
san2020-279,وتائي فقير جا ٽوٽڪا ۽ ٽهڪ,Gidumal Harjani,1975,گدومل هرجاڻي,Wataae [Vataae] Faqeer ja totka ain tahk,"Gidumal Harjani, Ulhasnagar.",sindhi,,
san_0308,سائنس جي تاريخ: ماضي ۽ حال,Dr. Frank Sherwood Taylor,2016,ايف شروُوڊ ٽيلر (سنڌيڪار سڪندر مغل),Science jee tareekh: Maazi ain Haal,"Mohen-jo-Daro Publishing Agency, Larkano.",sindhi,,
san_0332,آپ بيتي، جڳ بيتي (ايم - ايڇ پنهور جي آتم ڪهاڻي),M. H. Panhwar,2008,ايم - ايڇ پنهور (سنڌيڪار حاڪم علي شاه بخاري),Aap Biti - Jug Biti (Autobiography),"Phoenix Books, Hyderabad",sindhi,,
san_0906,سماجواد سلسلو نمبر 14 (فيبروري-مارچ 2014),Shah Inayat,2014,شاھ عنايت,Samajwad (Feb-March 2014),"Awami Workers Party, Hyderabad.",sindhi,,
san2020-33,سزا ۽ موت,Amanullah Soomro,2003,امان الله سومرو,Saza Aain Maut,Unknown,sindhi,,
san_0148,رات وچ ۾ (ناول),Brett Halliday,1988,بريٽ هيليڊي (فضل احمد بچاڻي),Raat wicha mein (Death Has Three Lives),New Fields Publications,sindhi,,
san_0498,سمن جي سلطنت,Ghulam Mohammad Lakho,1987,غلام محمد لاکو,"Samman Ji Sultanat [Kingdom of Sammas, A book on History of Sindh]","Pakistan Study Centre, Jamshoro.",sindhi,,
san_0670,فاضل راهو ۽ سندس پارٽي,Lateef,1987,لطيف,Fazil Rahoo ain sandas party,"Dahap Sangat, Larkano.",sindhi,,
san_0319,آواز جو سفر,Noor Mohammad Bhutto,2014,نور محمد ڀٽو,Awaaz jo safar,"Siju Publications, Hyderabad.",sindhi,,
san_0713,اسان جي عشق جون ڳالهيون (شاعري),Ghulam Abbas Bhanbhro,2009,غلام عباس ڀنڀرو,Asaan je ishqa joon Galhiyun,"Popat Publishing House, Khairpur.",sindhi,,
san_0756,قومي سوال ۽ مارڪسي بين الاقواميت,Ted Grant,2009,ٽيڊ گرانٽ (ترجمو شرجيل شر),Qaumi sawal ain Marxi benulaqwaamiat,"Tabqaati Jadojahd Publications, Hyderabad.",sindhi,,
san2020-36,خيما کاهوڙين,Ishtiaq Ansari,1998,اشتياق انصاري,Kheema Khahoreen,Sindhica,sindhi,,
san_0872,"ماهوار ""تحريڪ"" (سيپٽيمبر 1973)",Qasim Pathar Sindhi,1973,قاسم پٿر سنڌي,"Monthly ""Tahreek"" (September 1973)","Suhani Printers, Hyderabad.",sindhi,,
san_0024,شاھ عبداللطيف ڀٽائي,Shahnawaz Sodhar,1990,شاهنواز سوڍر,Shah Abdul Lateef Bhitai,"Department of Culture, Sindh.",sindhi,,
san_0372,پيريستروئيڪا (نئين تشڪيل),Mikhail Gorbachev,1989,ميخائيل گورباچوف (ترجمو گھنشام پرڪاش),Perestroika,"Roshni Publications, Kandiaro.",sindhi,,
san2020-89,رامايڻ,Chakravarti Rajagopalachari,2001,چڪرورتي راجگوپال آچاري (سنڌيڪار تاراچند گاجرا),Ramayana,"Amar Lok Trust, Karachi.",sindhi,,
san2020-167,انساني سڌاري جي شروعات,Mirza Qaleech Baig,1956,مرزا قليچ بيگ,Insani Sudhary Ji Shurwaat,"R.H Ahmed and Brothers, Hyderabad",sindhi,,
san_0220,جَل تي ڪَنول جيئن (شاعري),Naseer Soomro,2008,نصير سومرو,Jal te kanwal jeenan,"Sindh Adabi Academy, Karachi & Bilal Publications, Hingorja.",sindhi,,
san_0557,سنسار وڏو مَنڊ آ (شاعري),Maroo Jamali,2006,مارو جمالي,Sansaar aDo manDr Aa,"Udaam Publications, Dadu.",sindhi,,
san_0859,ٽماهي مهراڻ (خاص اشاعت 1965-1955),Ghulam M. Girami,1955,غلام محمد گرامي,Mehran Quarterly 1955-1965,"Sindhi Adabi Board, Jamshoro.",sindhi,,
san_0054,ڪُمارس (ناول),Amar Gopalani,2014,امر گوپلاڻي,Kumars (Novel),Amar Gopalani,sindhi,,
san_0388,تاريخ جو ڪفن,Amar Jaleel,1999,امر جليل,Tareekh jo Kaffan (Short Stories),"Roshni Publications, Kandiaro.",sindhi,,
san_0143,سنڌ ۾ اردو آباديءَ جو مستقبل,Khaki Joyo,2001,خاڪي جويو,Sindh mei urdu aabadia jo mustaqbil,"Sanjah Publications, Hyderabad.",sindhi,,
san_0796,ڪالاباغ ڊيم ۽ سنڌ,Ghulam Mohammad Soomro,1988,غلام محمد سومرو,Kalabagh Dam ain Sindh,"Sindh Hari Committee, Hyderabad.",sindhi,,
san_0589,غازي صلاحُ الدين,Sadhu Heerannad & Bherumal Maharchand Advani,1983,ساڌو هيرانند ۽ ڀيرومل مهرچند آڏواڻي,Ghazi Salah ad-Din [Yusuf ibn Ayyub],"Sindhi Adabi Board, Jamshoro.",sindhi,,
san_0219,قيدي (ناول),Fakhr Zaman,1994,فخر زمان (سنڌيڪار غلام نبي مغل),Qedi,New Fields Publications,sindhi,,
san_0092,پاڻ هرتڙيون مايون (ناول),Gobind Khushalani,2006,گوبند خوشحالاڻي,Paan hurtiRyoon maayoon,"Kavita Publications, Hyderabad.",sindhi,,
san_0808,ساڀيائن کان رٺل سپنا (ناوليٽ، ڪهاڻيون),Altaf Malkani,1994,الطاف ملڪاڻي,Saabhyaun khaan ruthal sapna,"Sindhi Saahat Ghar, Hyderabad.",sindhi,,
san2020-236,جمشيد نسروانجي مهتا (منهنجي حياتي، منهنجو نياپو -5),Two Friends,2003,ٻه دوست (سنڌيڪار ظفر جوڻيجو ۽ روزينه جوڻيجو),Jamshed Nusserwanjee Mehta (Muhinji Hayati Muhinjo Niyapo - V),"TRD Publications, Hyderabad.",sindhi,,
san_0082,فطرت جي ٻولي,Azizullah Bohio & Anb Gopang,2000,انب گوپانگ ۽ عزيز الله ٻوهيو,Fitrat jee Boli,Sindh Sagar Academy,sindhi,,
san_0784,غلاميءَ مان مٿي چاڙهو,Booker T. Washington,1961,بوڪر ٽي. واشنگٽن (سنڌيڪار مرزا قليچ بيگ),Up from Slavery,Sindhi Adabi Board,sindhi,,
san_0792,تنهن هوندي به (ڪوتائون),Haresh Karamchandani,2004,هريش ڪرمچنداڻي,Tanhin hoonday bi (Poetry),"Suhini Publications, Jaipur.",sindhi,,
san_0342,ڏونگر سي ڏورينديون,Zia Shah & Munir Shah,2012,سيد ضيا شاھ ۽ منير شاھ,Doongar se doorendiyun,"Kaachho Publications, Karachi",sindhi,,
san_0162,تو تہ چيو هو ...... (شاعري),Zaffar Abbasi,2006,ظفر عباسي,To ta chayo ho ...,"New Thinkers Forum, Hyderabad.",sindhi,,
san_0152,جادو ۽ سائنس (جلد ٻيو),Sir James George Frazer,1959,سر جيمس جارج فريزر (سومار علي م. سومرو),Jaadu ain Science (Juld 2) [The Golden Bough: A Study in Comparative Religion],"Sindhi Adabi Board, Jamshoro.",sindhi,,
